item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
изображение	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	3	4.61	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	1	0.80	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
символа	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	2	2.70	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	2	1.95	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
положение	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	1	1.15	0	0.01	0	0.00	0	0.02	0	0.08	2	1.76	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	1	0.41	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
руки	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	1	1.15	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	1	1.60	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	2	0.93	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
стали	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	1	1.15	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	1	1.10	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	2	0.93	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
Например	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	1	1.15	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	1	1.10	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	1	1.67	0	0.04	0	0.02	0	0.01
две	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	1	1.15	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	1	1.62	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	1	1.01	0	0.02	0	0.01	1	1.37	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
Можно	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	2	4.00	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	2	2.92	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
фактов	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	1	1.79	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	1	1.15	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	1	1.01	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	1	1.62	0	0.01	0	0.04	0	0.02	0	0.01
наука	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	4	8.00	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
роль	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	1	1.41	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	1	1.14	1	0.80	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	1	1.52	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
теперь	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	1	1.41	0	0.08	0	0.10	0	0.03	3	3.08	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
биться	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	1	1.41	0	0.08	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	1	1.60	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	1	1.34	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	1	1.46	0	0.01
доверять	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	3	3.51	0	0.10	0	0.03	1	0.70	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
понятие	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	4	5.45	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
центральный	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	3	4.06	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
Однако	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	1	1.14	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	1	1.15	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	1	1.34	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
иметь	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	1	1.10	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	1	0.41	0	0.03	1	0.82	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
над	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	1	1.25	0	0.03	1	0.80	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	1	1.26	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
см.	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	2	1.76	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	1	0.98	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
Духа	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	3	1.80	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
Ум	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	3	3.51	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	1	1.14	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
полностью	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	1	1.17	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	1	1.15	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	1	1.34	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
храни	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	2	3.03	1	0.41	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
зло	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	3	1.80	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
Каждый	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	1	1.31	1	0.41	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	1	1.46	0	0.01
расположению	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	1	0.82	0	0.10	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	1	1.31	2	0.93	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
цикл	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	3	3.16	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	1	1.37	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
порядка	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	1	1.15	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	2	2.41	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
размер	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	2	3.22	1	1.14	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
других	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	1	0.70	0	0.04	0	0.03	0	0.03	1	0.80	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	1	1.37	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
стенок	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	2	3.45	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	1	1.01	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
нервов	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	2	1.76	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	1	1.60	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	1	1.40	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
мышечной	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	4	4.98	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
представляет	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	2	2.78	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	1	1.56
прямо	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	2	1.95	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	1	1.37	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
постоянно	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	1	1.37	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	1	0.41	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	1	1.56
импульсов	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	2	1.76	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	1	1.37	0	0.01	0	0.03	0	0.01	1	1.67	0	0.04	0	0.02	0	0.01
Анатомия	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	1	0.72	0	0.03	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	1	1.14	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	2	3.75	0	0.04	0	0.02	0	0.01
твоей	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	1	1.19	0	0.11	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	3	1.80	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
собственного	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	1	1.19	0	0.11	0	0.04	0	0.03	1	1.14	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	2	0.93	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	0	0.04	0	0.02	0	0.01
слушать	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	1	0.70	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	1	0.41	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	2	3.65	0	0.01	0	0.04	0	0.02	0	0.01
другим	4	0	0.01	0	0.05	0	0.02	0	0.02	0	0.07	0	0.03	0	0.01	0	0.00	0	0.02	0	0.08	0	0.10	0	0.03	2	1.71	0	0.04	0	0.03	0	0.03	0	0.08	0	0.00	0	0.05	0	0.00	0	0.00	0	0.02	0	0.03	0	0.03	0	0.01	0	0.02	0	0.03	0	0.01	0	0.02	0	0.01	0	0.07	0	0.03	0	0.01	0	0.02	0	0.32	0	0.03	0	0.08	0	0.02	0	0.02	0	0.05	0	0.02	0	0.01	0	0.02	0	0.01	0	0.03	0	0.01	0	0.01	1	1.05	0	0.02	1	1.56
